movie_imdb_link,genres
https://www.imdb.com/title/tt7975244/?ref_=cs_ov_tt,Action|Adventure|Comedy
https://www.imdb.com/title/tt2076298/?ref_=fn_tt_tt_1,Action|Biography|Drama
